RISK_SEGMENTATION,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,INCIDENT_SEVERITY,CUSTOMER_ID_0,CUSTOMER_ID_1,CUSTOMER_ID_2,CUSTOMER_ID_3,CUSTOMER_ID_4,CUSTOMER_ID_5,CUSTOMER_ID_6,CUSTOMER_ID_7,CUSTOMER_ID_8,CUSTOMER_ID_9,CUSTOMER_ID_10,CUSTOMER_ID_11,CUSTOMER_ID_12,CUSTOMER_ID_13,INSURANCE_TYPE_0,INSURANCE_TYPE_1,INSURANCE_TYPE_2,CUSTOMER_NAME_0,CUSTOMER_NAME_1,CUSTOMER_NAME_2,CUSTOMER_NAME_3,CUSTOMER_NAME_4,CUSTOMER_NAME_5,CUSTOMER_NAME_6,CUSTOMER_NAME_7,CUSTOMER_NAME_8,CUSTOMER_NAME_9,CUSTOMER_NAME_10,CUSTOMER_NAME_11,CUSTOMER_NAME_12,CUSTOMER_NAME_13,MARITAL_STATUS_0,MARITAL_STATUS_1,EMPLOYMENT_STATUS_0,EMPLOYMENT_STATUS_1,HOUSE_TYPE_0,HOUSE_TYPE_1,ACCT_NUMBER_0,ACCT_NUMBER_1,ACCT_NUMBER_2,ACCT_NUMBER_3,ACCT_NUMBER_4,ACCT_NUMBER_5,ACCT_NUMBER_6,ACCT_NUMBER_7,ACCT_NUMBER_8,ACCT_NUMBER_9,ACCT_NUMBER_10,ACCT_NUMBER_11,ACCT_NUMBER_12,ACCT_NUMBER_13,AUTHORITY_CONTACTED_0,AUTHORITY_CONTACTED_1,AUTHORITY_CONTACTED_2,INCIDENT_STATE_0,INCIDENT_STATE_1,INCIDENT_STATE_2,INCIDENT_STATE_3,INCIDENT_STATE_4,INCIDENT_CITY_0,INCIDENT_CITY_1,INCIDENT_CITY_2,INCIDENT_CITY_3,INCIDENT_CITY_4,INCIDENT_CITY_5,INCIDENT_CITY_6,INCIDENT_CITY_7,INCIDENT_CITY_8,AGENT_ID_0,AGENT_ID_1,AGENT_ID_2,AGENT_ID_3,AGENT_ID_4,AGENT_ID_5,AGENT_ID_6,AGENT_ID_7,AGENT_ID_8,AGENT_ID_9,AGENT_ID_10,PREMIUM_AMOUNT,POSTAL_CODE,NO_OF_FAMILY_MEMBERS,ROUTING_NUMBER,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_HOUR_OF_THE_DAY,CLAIM_AMOUNT,AGE,TENURE,CLAIM_STATUS
2.0,0.0,0.0,2.0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,-1.6891625654206477,-1.3024472430931908,1.4654827728121858,1.7074888818666478,0.6530953403124258,0.664193437439629,0.34807520479588017,-0.7211542073732148,-0.3036056739137542,-1.2187113702994645,0
1.0,2.0,6.0,1.0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-0.7552688714296728,-0.3752985797046393,1.4654827728121858,-0.04336267405191074,0.6530953403124258,-1.5055854870455474,0.49364569007296755,-0.7075690553994899,-0.04297508776116098,1.6665434064557598,0
0.0,1.0,2.0,2.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0.8195485330118963,-0.8287596835441946,-1.4496761334095611,0.7012987406651132,0.6530953403124258,0.664193437439629,0.7847866606271423,-0.25473065627532515,0.8257935327474831,-0.9757425469937615,0
2.0,1.0,2.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,-0.7633608185671196,0.7530046523552428,-0.2836125709208624,-1.1436157775414817,-1.531170011903045,-1.5055854870455474,0.34807520479588017,-0.5717175356622405,-1.2592511564732627,1.4539456860632696,0
2.0,0.0,2.0,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0.21120009693512673,-0.37532941271639153,1.4654827728121858,0.6807835791546251,0.6530953403124258,0.664193437439629,-0.6709181921437316,-0.617001375574657,-0.9986205703206695,-1.5224223994315935,1
1.0,2.0,6.0,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1.626460902692168,-1.3208853841210044,-0.2836125709208624,-1.485612515253808,0.6530953403124258,-1.5055854870455474,1.3670686017354918,0.01697238319917366,0.30453236044229665,-0.6416604149484197,0
0.0,2.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,-1.6796182175149414,-0.3413514337654709,1.4654827728121858,-0.08534086327794914,0.6530953403124258,0.664193437439629,-0.5253477068666441,-0.7256825913644565,0.6520398086457543,1.5450589948029083,0
1.0,1.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.6536008176514949,-0.5203987330104765,-0.2836125709208624,-0.7391953710411455,-1.531170011903045,0.664193437439629,1.075927631181317,-0.16416297645049222,-0.8248668462189407,1.6665434064557598,0
1.0,1.0,0.0,2.0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1.4142029047022175,0.7529121533199862,0.8824509915678364,-0.5502147606230128,-1.531170011903045,0.664193437439629,1.2214981164584044,-0.02831145671324281,0.7389166706966187,0.9072658336254376,0
1.0,1.0,4.0,2.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0.21700970000816547,1.431515908974081,-0.8666443521652119,-1.0760609147988427,0.6530953403124258,-1.5055854870455474,-0.3797772215895568,-0.7075690553994899,-0.12985194981202539,0.45169928992724423,0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,-0.04649729651894824,-0.2486982334501201,-1.4496761334095611,0.9592011012019769,0.6530953403124258,0.664193437439629,0.34807520479588017,-0.3452983361001581,1.3470547050526696,-1.7046490169108708,0
1.0,1.0,3.0,0.0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,-1.667791525544827,-1.3024472430931908,-0.8666443521652119,1.6089912546466707,-1.531170011903045,-1.5055854870455474,1.075927631181317,-0.7211542073732148,-0.04297508776116098,0.6035548044933087,0
2.0,2.0,0.0,2.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0.9884419937780936,-1.4296334165710018,0.8824509915678364,-0.08589614039749585,0.6530953403124258,0.664193437439629,1.2214981164584044,-0.5717175356622405,1.3470547050526696,-0.0038672537709490864,0
2.0,0.0,2.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,-1.6414408258921154,-0.5229270399741566,-1.4496761334095611,-0.7982259152514912,-1.531170011903045,0.664193437439629,1.3670686017354918,-0.7211542073732148,-0.5642362600663474,-0.034238356684161975,0
1.0,1.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0.34544342508712866,1.456459815481608,0.8824509915678364,-1.6774774761728157,0.6530953403124258,-1.5055854870455474,-1.6899115890833434,-0.48114985583740755,-1.4330048805749915,-0.6416604149484197,0
2.0,2.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0.6913222937569701,1.5794526993611202,0.8824509915678364,0.6042340229425195,-1.531170011903045,0.664193437439629,-0.9620591626979064,0.10754006302400661,-1.4330048805749915,-0.09498056251058776,0
2.0,0.0,2.0,1.0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,-0.15916209897109196,-0.3413514337654709,-0.2836125709208624,0.5468253340716166,0.6530953403124258,-1.5055854870455474,-0.816488677420819,1.5113391003089174,-0.9117437082698051,1.4539456860632696,0
0.0,1.0,0.0,1.0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.037326976392039225,-0.34138226677722305,0.299419210323487,0.13369729816900436,0.6530953403124258,-1.5055854870455474,-0.5253477068666441,1.2849199007468348,0.39140922249316107,0.9680080394518633,0
0.0,2.0,2.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1.8019939098275526,-0.4895657212582799,1.4654827728121858,1.17327186048575,0.6530953403124258,-1.5055854870455474,0.9303571459042297,0.06225622311159013,0.8257935327474831,0.08724605496868958,0
1.0,2.0,2.0,1.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.0822255862428618,0.7529738193434906,1.4654827728121858,0.3234661366141883,0.6530953403124258,0.664193437439629,0.0569342342417054,0.8773653415350866,0.5651629465948899,0.08724605496868958,0
1.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1.9001347045970993,-0.2488215654971289,1.4654827728121858,0.04239518173611867,0.6530953403124258,-1.5055854870455474,-1.1076296479749936,0.15282390293642306,1.2601778430018051,0.17835936370832825,0
1.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,-1.5916442281232122,-0.8367454335880136,0.299419210323487,0.7263303613413994,0.6530953403124258,0.664193437439629,0.0569342342417054,-0.7483245113206647,1.433931567103534,0.8465236277990118,0
1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,-0.42702629780298457,-0.3413514337654709,-0.8666443521652119,-1.1948308478512975,0.6530953403124258,0.664193437439629,-0.9620591626979064,3.1415573371559105,-0.8248668462189407,-1.5831646052580193,0
2.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0.5554190790126713,-1.3024472430931908,-0.8666443521652119,-0.09774361109645857,0.6530953403124258,-1.5055854870455474,1.5126390870125792,0.5150946222357549,-1.519881742625856,-0.09498056251058776,0
2.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0.6348861496188796,-1.3079971852085863,0.8824509915678364,0.7532907981040745,-1.531170011903045,-1.5055854870455474,0.0569342342417054,-0.526433695749824,0.6520398086457543,0.42132818701403135,0
2.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,-1.6993293707984658,-0.488332400788192,0.299419210323487,0.8843130484575865,0.6530953403124258,0.664193437439629,-0.9620591626979064,-0.743796127329423,1.433931567103534,-0.9757425469937615,0
0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,-1.655757347750675,-0.871956733009022,-0.8666443521652119,-0.5916804288062933,0.6530953403124258,0.664193437439629,-1.544341103806256,-0.7347393593469398,-0.9986205703206695,0.3605859811876056,0
1.0,0.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,-0.1718187342373549,-0.8393045735634458,0.8824509915678364,-1.174694710828593,-1.531170011903045,0.664193437439629,-1.253200133252081,-0.5717175356622405,0.6520398086457543,0.45169928992724423,0
1.0,0.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,-0.7301630867211839,1.4266134601054818,-1.4496761334095611,0.17112704831039674,-1.531170011903045,0.664193437439629,-0.08863625103538199,2.7792866178565787,-1.519881742625856,0.8768947307122247,0
1.0,0.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.0174900091432872,1.1414081013976634,-1.4496761334095611,1.3573230321866012,0.6530953403124258,0.664193437439629,-0.5253477068666441,-0.3452983361001581,0.7389166706966187,1.028750245278289,0
2.0,0.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0.5180716306859938,1.1439055753495913,-0.8666443521652119,0.8759663477307035,0.6530953403124258,0.664193437439629,-0.3797772215895568,0.28867542267367247,1.5208084291543984,-0.7935159295144842,0
2.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-0.6536008176514949,-0.828821349567699,0.299419210323487,-0.014943941371258844,-1.531170011903045,0.664193437439629,-0.5253477068666441,0.19810774284883956,0.999547256849212,0.0265038491422638,0
2.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.15517892444511067,-0.8717100689150045,1.4654827728121858,-0.40137435096145796,0.6530953403124258,-1.5055854870455474,0.34807520479588017,0.9226491814475031,0.30453236044229665,0.3909570841008185,0
0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0.10081763854739106,-0.5229270399741566,-1.4496761334095611,-0.809053833605776,0.6530953403124258,0.664193437439629,-1.253200133252081,0.6056623020605878,-1.519881742625856,0.6035548044933087,0
1.0,1.0,5.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0.5533442207723005,1.4263051299879599,-1.4496761334095611,1.24088356673537,0.6530953403124258,0.664193437439629,0.6392161753500549,-0.5717175356622405,1.1733009809509407,-1.1883402673862518,0
1.0,0.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0.8907161706566206,-0.871494237832739,-0.2836125709208624,-0.957875159882514,0.6530953403124258,0.664193437439629,0.49364569007296755,-0.48114985583740755,0.6520398086457543,-1.674277913997658,0
0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,-0.5548375654098366,-0.2469715847919971,-1.4496761334095611,-1.231477424012759,0.6530953403124258,0.664193437439629,-0.9620591626979064,1.1490683810095854,-1.519881742625856,0.11761715788190247,0
1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1.9986904710147206,-0.4895348882465277,-0.8666443521652119,-0.6201315770995107,0.6530953403124258,-1.5055854870455474,1.5126390870125792,-0.48114985583740755,-1.2592511564732627,-1.2794535761258905,0
2.0,1.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.10625321384163218,1.4263976290232163,-0.2836125709208624,-1.465336259131627,0.6530953403124258,0.664193437439629,-0.9620591626979064,-0.617001375574657,0.39140922249316107,-0.36832048872950374,1
1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,-1.69974434244654,-0.8287596835441946,-1.4496761334095611,1.406264507448422,0.6530953403124258,0.664193437439629,-0.23420673631246938,-0.7256825913644565,-1.6067586046767204,1.6969145093689726,0
1.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0.5122620276129551,0.765584521150139,1.4654827728121858,-0.7290178272217652,-1.531170011903045,0.664193437439629,1.5126390870125792,-0.5717175356622405,0.30453236044229665,1.2109768627575666,0
1.0,2.0,5.0,2.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0.9660335247820868,-1.3202687238859605,-0.2836125709208624,-1.4309464602406734,-1.531170011903045,0.664193437439629,-1.253200133252081,-0.526433695749824,1.6945621532561272,-1.1579691644730388,0
2.0,2.0,5.0,1.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.12488599413569429,0.7631795462334676,-0.2836125709208624,0.2847685468017652,0.6530953403124258,-1.5055854870455474,1.2214981164584044,-0.617001375574657,0.30453236044229665,-0.4594337974691424,0
2.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,-0.3703826678408572,0.765584521150139,0.8824509915678364,-0.3052686532030884,-1.531170011903045,0.664193437439629,0.2025047195187928,3.6396795761924916,0.13077863634056786,-0.7631448266012713,0
0.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0.38922293395895624,-0.37508274862237395,0.299419210323487,-1.1736984826209134,0.6530953403124258,0.664193437439629,0.2025047195187928,-0.617001375574657,-0.3036056739137542,-0.7935159295144842,0
1.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,2.1387434022397613,-0.37508274862237395,-0.8666443521652119,-1.635431144449395,0.6530953403124258,0.664193437439629,0.34807520479588017,-0.5717175356622405,-0.47735939801548305,-1.7046490169108708,0
1.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,-1.5968313737241397,-0.34539055830500864,0.299419210323487,1.4680647566195029,-1.531170011903045,-1.5055854870455474,-0.816488677420819,-0.7483245113206647,1.1733009809509407,-0.307578282903078,0
